wine_type,wine_category,food_item,food_category,cuisine,description,quality_label,target_bin,split
Port,Fortified,mac and cheese,Cheese,Middle Eastern,Heuristic pairing assessment.,Poor,0,train
Albariño,White,shrimp scampi,Seafood,Vietnamese,Crisp acidity suits seafood.,Good,1,train
Sangiovese,Red,chicken curry,Poultry,Italian,Heavy wine can dominate poultry.,Neutral,0,train
Madeira,Fortified,fondue,Cheese,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Riesling (dry),White,Sichuan noodles,Spicy,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Grüner Veltliner,White,vegetable curry,Vegetarian,German,Heuristic pairing assessment.,Neutral,0,train
Grenache,Red,caprese salad,Acidic,French,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,bbq ribs,Smoky BBQ,American BBQ,Heuristic pairing assessment.,Good,1,train
Merlot,Red,bacon burger,Pork,Moroccan,Heuristic pairing assessment.,Neutral,0,train
Sauternes,Dessert,chicken curry,Poultry,French,Heavy wine can dominate poultry.,Neutral,0,train
Nebbiolo,Red,beef stew,Red Meat,Indian,Heuristic pairing assessment.,Neutral,0,train
Riesling (dry),White,Thai curry,Spicy,Moroccan,Deliberately bad pairing example for contrast.,Terrible,0,train
Cabernet Sauvignon,Red,bbq brisket,Red Meat,Korean,Tannic red complements red meat fat.,Excellent,1,train
Sauvignon Blanc,White,shrimp scampi,Seafood,Middle Eastern,Crisp acidity suits seafood.,Good,1,train
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Ethiopian,Heuristic pairing assessment.,Poor,0,train
Sangiovese,Red,gazpacho,Acidic,American BBQ,Acidic wine balances acidic food.,Excellent,1,train
Chardonnay,White,mac and cheese,Cheese,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Viognier,White,cheese platter,Cheese,Moroccan,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,cheesecake,Dessert,Vietnamese,Sweet/sparkling pairs with dessert.,Neutral,0,train
Riesling (dry),White,Thai curry,Spicy,Thai,Heuristic pairing assessment.,Poor,0,train
Grenache,Red,bacon burger,Pork,Middle Eastern,Heuristic pairing assessment.,Good,1,train
Champagne,Sparkling,grilled salmon,Seafood,Italian,Idealized perfect pairing example for contrast.,Excellent,1,train
Malbec,Red,smoked sausage,Smoky BBQ,Korean,Heuristic pairing assessment.,Neutral,0,train
Riesling (dry),White,Sichuan noodles,Spicy,Indian,Heuristic pairing assessment.,Neutral,0,train
Albariño,White,mushroom risotto,Vegetarian,Italian,Heuristic pairing assessment.,Neutral,0,train
Grenache,Red,cream of mushroom soup,Creamy,Moroccan,Too lean for creamy dish.,Terrible,0,train
Nebbiolo,Red,roast lamb,Red Meat,Argentinian,Tannic red complements red meat fat.,Good,1,train
Sauternes,Dessert,chicken curry,Poultry,German,Heavy wine can dominate poultry.,Neutral,0,train
Albariño,White,chocolate mousse,Dessert,German,Dry table wine clashes with dessert sweetness.,Poor,0,train
Albariño,White,vegetable curry,Vegetarian,Korean,Heuristic pairing assessment.,Neutral,0,train
Malbec,Red,bbq ribs,Smoky BBQ,Argentinian,Heuristic pairing assessment.,Neutral,0,train
Torrontés,White,Indian vindaloo,Spicy,Chinese (Sichuan),Heuristic pairing assessment.,Neutral,0,train
Malbec,Red,bbq brisket,Red Meat,Thai,Tannic red complements red meat fat.,Good,1,train
Merlot,Red,mixed nuts,Salty Snack,Italian,Heuristic pairing assessment.,Neutral,0,train
Albariño,White,stir-fried tofu,Vegetarian,Moroccan,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,stir-fried tofu,Vegetarian,French,Heuristic pairing assessment.,Poor,0,train
Cava,Sparkling,olives and cheese,Salty Snack,Argentinian,Heuristic pairing assessment.,Neutral,0,train
Pinot Noir,Red,stir-fried tofu,Vegetarian,Japanese,Heuristic pairing assessment.,Good,1,train
Chardonnay,White,bacon burger,Pork,American BBQ,Heuristic pairing assessment.,Neutral,0,train
Syrah/Shiraz,Red,bbq brisket,Red Meat,Thai,Tannic red complements red meat fat.,Excellent,1,train
Madeira,Fortified,chocolate mousse,Dessert,Thai,Heuristic pairing assessment.,Poor,0,train
Sangiovese,Red,citrus salad,Acidic,Thai,Acidic wine balances acidic food.,Good,1,train
Syrah/Shiraz,Red,roast lamb,Red Meat,Mexican,Tannic red complements red meat fat.,Neutral,0,train
Torrontés,White,fondue,Cheese,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Madeira,Fortified,mac and cheese,Cheese,French,Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,olives and cheese,Salty Snack,American BBQ,Heuristic pairing assessment.,Neutral,0,train
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Viognier,White,duck à l’orange,Poultry,Thai,Heuristic pairing assessment.,Poor,0,train
Zinfandel,Red,grilled burger,Smoky BBQ,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Viognier,White,bacon burger,Pork,Ethiopian,Heuristic pairing assessment.,Good,1,train
Ice Wine,Dessert,roast chicken with herbs,Poultry,Italian,Heavy wine can dominate poultry.,Poor,0,train
Port,Fortified,chocolate mousse,Dessert,Middle Eastern,Heuristic pairing assessment.,Poor,0,train
Sangiovese,Red,fondue,Cheese,German,Heuristic pairing assessment.,Neutral,0,train
Port,Fortified,mac and cheese,Cheese,Italian,Heuristic pairing assessment.,Good,1,train
Pinot Noir,Red,vegetable curry,Vegetarian,Spanish,Heuristic pairing assessment.,Good,1,train
Gewürztraminer,White,Indian vindaloo,Spicy,Chinese (Sichuan),Heuristic pairing assessment.,Poor,0,train
Nebbiolo,Red,shrimp scampi,Seafood,Vietnamese,Tannic reds clash with delicate seafood.,Terrible,0,train
Champagne,Sparkling,mixed nuts,Salty Snack,Indian,Heuristic pairing assessment.,Poor,0,train
Viognier,White,pork tenderloin,Pork,French,Heuristic pairing assessment.,Poor,0,train
Sangiovese,Red,caprese salad,Acidic,Moroccan,Heuristic pairing assessment.,Neutral,0,train
Viognier,White,carbonara,Pork,Middle Eastern,Richer body matches creamy textures.,Good,1,train
Grüner Veltliner,White,chocolate mousse,Dessert,Greek,Dry table wine clashes with dessert sweetness.,Terrible,0,train
Malbec,Red,beef stew,Red Meat,Indian,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,beef stew,Red Meat,Argentinian,Heuristic pairing assessment.,Neutral,0,train
Cabernet Sauvignon,Red,bbq ribs,Smoky BBQ,Indian,Heuristic pairing assessment.,Neutral,0,train
Zinfandel,Red,grilled burger,Smoky BBQ,Moroccan,Heuristic pairing assessment.,Good,1,train
Champagne,Sparkling,mixed nuts,Salty Snack,Thai,Heuristic pairing assessment.,Good,1,train
Pinot Noir,Red,citrus salad,Acidic,Spanish,Acidic wine balances acidic food.,Good,1,train
Chardonnay,White,carbonara,Creamy,Japanese,Richer body matches creamy textures.,Good,1,train
Sauvignon Blanc,White,shrimp scampi,Seafood,American BBQ,Crisp acidity suits seafood.,Neutral,0,train
Chardonnay,White,carbonara,Pork,Korean,Richer body matches creamy textures.,Neutral,0,train
Grüner Veltliner,White,mushroom risotto,Vegetarian,Italian,Heuristic pairing assessment.,Neutral,0,train
Merlot,Red,carbonara,Pork,Argentinian,Too lean for creamy dish.,Poor,0,train
Cava,Sparkling,roast lamb,Red Meat,Argentinian,Delicate wine overwhelmed by red meat.,Terrible,0,train
Malbec,Red,smoked sausage,Smoky BBQ,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Syrah/Shiraz,Red,beef stew,Red Meat,Spanish,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,cheese platter,Cheese,French,Deliberately bad pairing example for contrast.,Terrible,0,train
Sauternes,Dessert,bacon burger,Pork,Mexican,Heuristic pairing assessment.,Neutral,0,train
Grüner Veltliner,White,mushroom risotto,Vegetarian,German,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,gazpacho,Acidic,Japanese,Acidic wine balances acidic food.,Good,1,train
Albariño,White,shrimp scampi,Seafood,Italian,Crisp acidity suits seafood.,Excellent,1,train
Syrah/Shiraz,Red,bbq brisket,Red Meat,American BBQ,Tannic red complements red meat fat.,Neutral,0,train
Sauternes,Dessert,sorbet,Dessert,Moroccan,Sweet/sparkling pairs with dessert.,Good,1,train
Albariño,White,vegetable curry,Vegetarian,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Grenache,Red,carbonara,Creamy,Japanese,Too lean for creamy dish.,Poor,0,train
Cava,Sparkling,fish tacos,Seafood,Ethiopian,Crisp acidity suits seafood.,Neutral,0,train
Port,Fortified,mac and cheese,Cheese,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Gamay (Beaujolais),Red,shrimp scampi,Seafood,Middle Eastern,Tannic reds clash with delicate seafood.,Poor,0,train
Merlot,Red,mixed nuts,Salty Snack,Mexican,Heuristic pairing assessment.,Neutral,0,train
Malbec,Red,roast lamb,Red Meat,Indian,Tannic red complements red meat fat.,Excellent,1,train
Ice Wine,Dessert,smoked sausage,Smoky BBQ,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Nebbiolo,Red,Indian vindaloo,Spicy,Argentinian,High tannin intensifies spice heat.,Poor,0,train
Tempranillo,Red,caprese salad,Acidic,Ethiopian,Heuristic pairing assessment.,Poor,0,train
Pinot Noir,Red,vegetable curry,Vegetarian,German,Heuristic pairing assessment.,Poor,0,train
Riesling (dry),White,Sichuan noodles,Spicy,Middle Eastern,Heuristic pairing assessment.,Neutral,0,train
Nebbiolo,Red,grilled ribeye,Red Meat,Italian,Heuristic pairing assessment.,Good,1,train
Champagne,Sparkling,mac and cheese,Cheese,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,lemon tart,Dessert,German,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.,Excellent,1,train
Nebbiolo,Red,Sichuan noodles,Spicy,Chinese (Sichuan),Heuristic pairing assessment.,Good,1,train
Grenache,Red,bacon burger,Pork,Chinese (Sichuan),Heuristic pairing assessment.,Good,1,train
Cava,Sparkling,mixed nuts,Salty Snack,Argentinian,Heuristic pairing assessment.,Poor,0,train
Pinot Noir,Red,duck à l’orange,Poultry,Vietnamese,Light/medium red suits richer poultry/pork.,Excellent,1,train
Malbec,Red,bbq ribs,Smoky BBQ,Chinese (Sichuan),Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,vegetable curry,Vegetarian,Japanese,Heuristic pairing assessment.,Poor,0,train
Riesling (dry),White,Indian vindaloo,Spicy,Thai,Off-dry sweetness calms spice.,Neutral,0,train
Syrah/Shiraz,Red,bbq brisket,Red Meat,Korean,Tannic red complements red meat fat.,Excellent,1,train
Chardonnay,White,pork tenderloin,Pork,Korean,Heuristic pairing assessment.,Good,1,train
Cava,Sparkling,oysters,Seafood,Italian,Crisp acidity suits seafood.,Good,1,train
Merlot,Red,pork tenderloin,Pork,Italian,Light/medium red suits richer poultry/pork.,Neutral,0,train
Zinfandel,Red,smoked sausage,Smoky BBQ,Indian,Deliberately bad pairing example for contrast.,Terrible,0,train
Malbec,Red,grilled burger,Smoky BBQ,Thai,Heuristic pairing assessment.,Poor,0,train
Champagne,Sparkling,charcuterie board,Salty Snack,Japanese,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,vegetable curry,Vegetarian,Japanese,Heuristic pairing assessment.,Neutral,0,train
Malbec,Red,smoked sausage,Smoky BBQ,Spanish,Heuristic pairing assessment.,Neutral,0,train
Sauvignon Blanc,White,stir-fried tofu,Vegetarian,Moroccan,Heuristic pairing assessment.,Good,1,train
Nebbiolo,Red,roast lamb,Red Meat,Thai,Tannic red complements red meat fat.,Excellent,1,train
Grenache,Red,olives and cheese,Salty Snack,Greek,Heuristic pairing assessment.,Neutral,0,train
Pinot Noir,Red,mushroom risotto,Vegetarian,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,stir-fried tofu,Vegetarian,Japanese,Heuristic pairing assessment.,Good,1,train
Chardonnay,White,cheese platter,Cheese,Chinese (Sichuan),Heuristic pairing assessment.,Good,1,train
Viognier,White,duck à l’orange,Poultry,Ethiopian,Heuristic pairing assessment.,Good,1,train
Malbec,Red,bbq brisket,Red Meat,Mexican,Tannic red complements red meat fat.,Excellent,1,train
Albariño,White,fish tacos,Seafood,Greek,Crisp acidity suits seafood.,Good,1,train
Grenache,Red,alfredo pasta,Creamy,Argentinian,Too lean for creamy dish.,Poor,0,train
Syrah/Shiraz,Red,bbq ribs,Smoky BBQ,Ethiopian,Heuristic pairing assessment.,Poor,0,train
Sauternes,Dessert,lemon tart,Dessert,Indian,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.,Excellent,1,train
Torrontés,White,Thai curry,Spicy,Mexican,Idealized perfect pairing example for contrast.,Excellent,1,train
Sauternes,Dessert,mushroom risotto,Vegetarian,Thai,Heuristic pairing assessment.,Neutral,0,train
Gamay (Beaujolais),Red,fish tacos,Seafood,Vietnamese,Tannic reds clash with delicate seafood.,Poor,0,train
Torrontés,White,Thai curry,Spicy,Indian,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,bbq ribs,Smoky BBQ,Thai,Heuristic pairing assessment.,Neutral,0,train
Malbec,Red,grilled ribeye,Red Meat,Chinese (Sichuan),Heuristic pairing assessment.,Neutral,0,train
Grenache,Red,carbonara,Creamy,French,Too lean for creamy dish.,Poor,0,train
Chardonnay,White,carbonara,Creamy,Middle Eastern,Richer body matches creamy textures.,Neutral,0,train
Grüner Veltliner,White,mushroom risotto,Vegetarian,Japanese,Heuristic pairing assessment.,Neutral,0,train
Chardonnay,White,alfredo pasta,Creamy,Mexican,Richer body matches creamy textures.,Neutral,0,train
Sauvignon Blanc,White,cheesecake,Dessert,Spanish,Dry table wine clashes with dessert sweetness.,Poor,0,train
Grenache,Red,bacon burger,Pork,Greek,Heuristic pairing assessment.,Neutral,0,train
Cabernet Sauvignon,Red,beef stew,Red Meat,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Ice Wine,Dessert,lemon tart,Dessert,Moroccan,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.,Excellent,1,train
Chardonnay,White,duck à l’orange,Poultry,Indian,Heuristic pairing assessment.,Poor,0,train
Torrontés,White,Indian vindaloo,Spicy,Mexican,Heuristic pairing assessment.,Good,1,train
Sauternes,Dessert,lemon tart,Dessert,Korean,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.,Excellent,1,train
Malbec,Red,grilled ribeye,Red Meat,Greek,Heuristic pairing assessment.,Poor,0,train
Nebbiolo,Red,beef stew,Red Meat,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,duck à l’orange,Poultry,German,Light/medium red suits richer poultry/pork.,Good,1,train
Chardonnay,White,bacon burger,Pork,Mexican,Heuristic pairing assessment.,Poor,0,train
Gamay (Beaujolais),Red,bbq brisket,Red Meat,Mexican,Delicate wine overwhelmed by red meat.,Poor,0,train
Gewürztraminer,White,Thai curry,Spicy,Argentinian,Heuristic pairing assessment.,Good,1,train
Sauternes,Dessert,chocolate mousse,Dessert,Korean,Sweet/sparkling pairs with dessert.,Neutral,0,train
Nebbiolo,Red,grilled salmon,Seafood,Greek,Tannic reds clash with delicate seafood.,Neutral,0,train
Riesling (dry),White,Thai curry,Spicy,Thai,Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,grilled salmon,Seafood,German,Crisp acidity suits seafood.,Neutral,0,train
Merlot,Red,bacon burger,Pork,Argentinian,Heuristic pairing assessment.,Good,1,train
Nebbiolo,Red,shrimp scampi,Seafood,Spanish,Tannic reds clash with delicate seafood.,Terrible,0,train
Ice Wine,Dessert,smoked sausage,Smoky BBQ,Moroccan,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,bbq brisket,Red Meat,American BBQ,Tannic red complements red meat fat.,Good,1,train
Cava,Sparkling,shrimp scampi,Seafood,Korean,Crisp acidity suits seafood.,Good,1,train
Zinfandel,Red,grilled burger,Smoky BBQ,Middle Eastern,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,carbonara,Pork,Mexican,Deliberately bad pairing example for contrast.,Terrible,0,train
Port,Fortified,fondue,Cheese,Italian,Heuristic pairing assessment.,Poor,0,train
Chardonnay,White,pork tenderloin,Pork,Argentinian,Heuristic pairing assessment.,Neutral,0,train
Syrah/Shiraz,Red,grilled ribeye,Red Meat,Middle Eastern,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,charcuterie board,Salty Snack,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,grilled salmon,Seafood,Japanese,Crisp acidity suits seafood.,Good,1,train
Grenache,Red,pork tenderloin,Pork,Korean,Light/medium red suits richer poultry/pork.,Good,1,train
Syrah/Shiraz,Red,bbq ribs,Smoky BBQ,Italian,Heuristic pairing assessment.,Poor,0,train
Chardonnay,White,mac and cheese,Cheese,Middle Eastern,Heuristic pairing assessment.,Neutral,0,train
Sangiovese,Red,caprese salad,Acidic,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Nebbiolo,Red,Thai curry,Spicy,Chinese (Sichuan),Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,grilled salmon,Seafood,French,Crisp acidity suits seafood.,Good,1,train
Pinot Noir,Red,caprese salad,Acidic,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Madeira,Fortified,chocolate mousse,Dessert,Korean,Heuristic pairing assessment.,Neutral,0,train
Cabernet Sauvignon,Red,grilled ribeye,Red Meat,Ethiopian,Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,fish tacos,Seafood,Greek,Crisp acidity suits seafood.,Neutral,0,train
Viognier,White,cream of mushroom soup,Creamy,Japanese,Richer body matches creamy textures.,Good,1,train
Gewürztraminer,White,Indian vindaloo,Spicy,Argentinian,Heuristic pairing assessment.,Neutral,0,train
Cabernet Sauvignon,Red,grilled burger,Smoky BBQ,Spanish,Heuristic pairing assessment.,Poor,0,train
Grenache,Red,pork tenderloin,Pork,Korean,Light/medium red suits richer poultry/pork.,Excellent,1,train
Grenache,Red,carbonara,Creamy,Italian,Too lean for creamy dish.,Poor,0,train
Chardonnay,White,duck à l’orange,Poultry,Thai,Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,fish tacos,Seafood,Japanese,Crisp acidity suits seafood.,Excellent,1,train
Viognier,White,bacon burger,Pork,Argentinian,Heuristic pairing assessment.,Neutral,0,train
Ice Wine,Dessert,shrimp scampi,Seafood,French,Tannic reds clash with delicate seafood.,Poor,0,train
Viognier,White,chicken curry,Poultry,Japanese,Lighter wines fit poultry.,Good,1,train
Port,Fortified,cheese platter,Cheese,Japanese,Idealized perfect pairing example for contrast.,Excellent,1,train
Port,Fortified,sorbet,Dessert,Ethiopian,Heuristic pairing assessment.,Poor,0,train
Riesling (dry),White,Indian vindaloo,Spicy,Mexican,Off-dry sweetness calms spice.,Good,1,train
Grüner Veltliner,White,fish tacos,Seafood,German,Crisp acidity suits seafood.,Neutral,0,train
Pinot Noir,Red,vegetable curry,Vegetarian,Vietnamese,Heuristic pairing assessment.,Neutral,0,train
Cava,Sparkling,shrimp scampi,Seafood,Middle Eastern,Crisp acidity suits seafood.,Good,1,train
Pinot Noir,Red,stir-fried tofu,Vegetarian,Vietnamese,Heuristic pairing assessment.,Poor,0,train
Chardonnay,White,mac and cheese,Cheese,Thai,Heuristic pairing assessment.,Neutral,0,train
